PREFIXO: ;3D-009
NOME DO POSTO: ;BUENOPOLIS
MUNICÍPIO: ;MORUNGABA
CURSO D'ÁGUA: ;JAGUARI,R
ÁREA (Km²): ;1.950,00
LATITUDE: ;22°51'02"
LONGITUDE: ;46°46'47"
 
Obs: valores com --- representam dados inexistentes.
 
Vazões médias diárias (m³/s)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Vazão Mínima;Vazão Média;Vazão Máxima
  08/1969;9,952;10,749;12,714;15,456;17,082;18,093;16,423;14,516;13,903;13,602;13,303;12,425;11,854;11,021;10,749;11,295;11,573;12,425;13,903;13,602;13,007;11,021;10,480;10,480;9,692;9,692;9,436;9,692;9,436;8,932;8,200;8,200;12,087;18,093
  09/1969;8,200;9,952;9,183;8,932;8,685;8,441;8,200;7,962;8,200;9,183;8,200;7,962;8,200;7,042;6,386;7,962;7,962;7,042;7,042;6,386;4,967;4,967;9,692;9,183;8,441;8,200;8,200;6,820;6,602;9,692;---;4,967;7,930;9,952
  10/1969;11,573;13,007;13,303;16,423;21,279;28,753;27,506;25,483;23,530;22,392;20,191;18,435;16,751;14,208;12,714;11,573;10,749;10,480;10,214;12,425;15,140;14,826;33,535;33,086;22,768;19,480;20,191;18,093;19,480;20,551;20,551;10,214;18,667;33,535
  11/1969;20,191;20,913;20,551;18,093;16,751;16,423;19,834;23,915;25,087;26,689;26,284;26,284;28,753;38,165;41,071;44,582;46,646;42,560;48,221;49,284;64,641;63,440;59,897;56,446;45,094;38,643;32,198;25,483;28,753;32,641;---;16,423;34,918;64,641
  12/1969;35,816;41,071;45,094;43,566;37,217;30,024;30,024;28,335;29,598;31,758;30,454;32,198;46,646;47,693;53,086;51,441;46,646;40,092;45,094;34,896;24,303;23,530;23,148;23,915;24,303;24,694;24,303;23,148;22,392;20,191;20,551;20,191;33,394;53,086
  01/1970;23,530;26,689;30,669;34,439;35,816;35,125;35,816;33,086;36,048;36,982;31,320;29,598;28,963;27,506;28,335;69,858;107,161;108,678;109,822;127,215;159,923;153,203;135,498;123,162;92,517;73,970;65,246;58,448;50,898;45,867;47,168;23,530;64,599;159,923
  02/1970;46,646;47,168;49,284;58,737;58,160;63,440;60,774;49,284;41,318;40,336;45,094;59,026;70,484;67,074;74,612;79,174;95,010;106,406;174,688;171,875;197,923;386,255;340,327;330,879;452,017;314,112;198,421;144,445;---;---;---;40,336;136,535;452,017
  03/1970;117,981;103,038;97,896;87,275;80,167;74,933;70,171;68,305;68,925;66,462;61,953;58,737;69,858;66,462;69,858;76,552;78,515;73,012;65,853;67,074;74,933;70,484;57,586;54,755;54,475;52,535;51,987;48,751;47,430;46,126;43,313;43,313;68,561;117,981
  04/1970;47,168;46,646;48,751;48,751;47,693;46,126;44,072;41,565;40,092;39,123;38,643;37,217;36,748;35,816;35,355;34,439;33,986;32,641;33,086;33,086;33,535;33,086;31,978;31,320;30,886;30,454;30,454;29,598;31,758;31,758;---;29,598;37,194;48,751
  05/1970;34,439;35,125;33,535;32,198;33,086;30,454;33,086;34,896;35,585;40,336;36,281;33,086;32,198;33,310;30,886;30,024;29,174;27,919;27,506;27,096;27,506;27,919;27,506;27,506;26,689;25,882;25,483;24,303;24,303;23,915;23,915;23,915;30,166;40,336
  06/1970;23,530;23,148;23,148;22,768;23,148;22,768;22,018;22,018;21,647;21,647;21,647;21,279;21,647;20,913;24,109;28,963;29,174;27,096;25,483;24,303;23,915;22,768;24,303;31,978;38,643;39,123;37,217;32,198;27,506;26,284;---;20,913;25,813;39,123
  07/1970;24,109;24,303;23,915;23,148;23,530;23,148;22,768;22,392;22,018;21,279;21,279;22,018;23,915;24,890;25,087;23,915;23,915;23,148;22,018;21,279;20,551;19,834;19,480;19,480;19,480;19,834;19,834;19,834;19,480;19,834;18,781;18,781;21,887;25,087
  08/1970;18,435;18,093;17,753;17,082;17,416;16,751;16,423;16,751;16,098;16,423;16,423;16,098;15,776;16,098;15,776;15,776;16,098;15,456;15,456;15,456;15,140;15,140;14,826;14,516;14,826;16,916;22,204;29,598;34,212;39,364;46,126;14,516;19,113;46,126
  09/1970;46,646;43,819;34,439;30,024;27,301;25,087;24,694;24,303;23,148;25,087;26,284;25,683;29,174;34,896;29,598;31,320;35,125;39,606;36,748;30,669;26,284;25,087;25,483;23,530;21,832;20,913;19,834;19,129;19,834;20,913;---;19,129;28,216;46,646
  10/1970;21,647;22,580;20,191;23,148;29,386;32,198;32,863;29,811;23,530;22,768;21,279;22,768;21,832;20,913;19,834;19,129;17,922;17,082;16,751;17,753;17,416;20,913;32,641;33,086;29,811;27,096;26,284;25,285;22,580;22,018;20,370;16,751;23,577;33,086
  11/1970;18,781;18,954;21,462;21,279;19,834;19,480;19,129;27,096;48,486;60,189;53,086;41,318;35,585;37,927;47,430;47,693;41,565;30,669;26,892;21,279;22,768;24,498;24,694;26,486;23,722;21,832;19,834;19,129;20,732;23,530;---;18,781;29,512;60,189
  12/1970;28,753;35,816;34,896;32,641;29,174;22,392;21,279;20,551;20,370;21,279;21,279;27,096;27,506;26,689;26,284;24,694;24,303;27,096;26,689;26,284;34,896;34,667;30,454;26,284;24,694;41,813;35,355;30,024;28,126;27,096;26,689;20,370;27,909;41,813
  01/1971;27,343;27,753;30,268;37,414;36,949;43,183;48,773;42,689;34,209;31,126;28,999;30,696;27,343;35,113;28,999;29,842;36,949;35,568;30,696;25,727;23,766;23,766;22,245;20,403;20,042;19,684;18,627;17,595;16,587;16,920;17,595;16,587;28,609;48,773
  02/1971;17,936;17,595;17,595;17,256;16,920;16,257;16,920;17,256;17,595;18,977;19,684;20,403;19,684;18,281;17,936;17,595;15,929;15,605;15,283;16,920;20,042;24,153;23,382;20,042;21,871;31,126;23,382;21,871;---;---;---;15,283;19,196;31,126
  03/1971;20,403;19,684;18,977;18,281;17,595;23,000;32,433;34,209;31,126;26,530;37,881;36,949;42,198;46,707;43,680;36,486;32,433;30,696;25,727;23,766;22,621;22,621;23,766;24,153;25,727;33,316;37,881;34,209;31,995;32,433;36,486;17,595;29,805;46,707
  04/1971;33,316;30,696;29,419;26,127;23,766;22,621;21,132;19,684;20,403;23,000;24,153;23,382;23,000;22,245;20,403;20,042;23,000;23,382;24,935;23,382;20,766;22,621;24,153;26,127;26,935;24,153;23,766;22,621;21,871;21,132;---;19,684;23,741;33,316
  05/1971;20,042;19,684;19,684;20,766;23,382;25,727;24,543;23,382;23,382;23,000;20,403;19,684;19,684;20,403;19,329;17,936;17,595;17,595;17,256;17,256;16,587;16,257;14,647;15,929;16,920;18,977;20,403;16,920;15,283;17,256;17,256;14,647;19,263;25,727
  06/1971;16,920;17,595;15,605;15,283;14,963;14,647;15,283;14,963;16,257;16,920;16,920;17,595;18,977;20,766;20,403;21,871;25,727;35,113;54,645;64,262;61,940;54,099;48,253;38,351;31,559;28,581;26,530;23,766;22,621;21,871;---;14,647;27,076;64,262
  07/1971;20,042;20,403;21,500;23,382;24,935;24,935;21,871;21,132;20,042;19,329;18,977;18,977;18,627;18,281;18,281;17,936;17,595;17,256;17,256;16,920;16,920;16,587;16,257;16,257;16,587;16,257;15,929;15,605;15,283;16,257;18,281;15,283;18,642;24,935
  08/1971;18,977;18,281;17,936;16,920;16,587;16,257;15,929;15,605;15,283;14,963;14,963;14,647;14,647;14,334;13,410;13,715;13,715;13,410;13,715;13,410;13,108;13,108;12,809;13,108;13,108;12,513;12,809;12,513;13,108;13,410;13,108;12,513;14,497;18,977
  09/1971;13,108;13,108;13,108;12,809;12,219;12,513;11,929;12,513;15,283;12,513;12,219;17,595;20,403;19,684;18,281;16,587;14,963;14,023;13,715;13,108;11,929;11,641;11,357;11,075;12,513;13,715;18,627;18,281;16,257;15,929;---;11,075;14,367;20,403
  10/1971;16,920;17,256;18,281;18,627;18,977;18,977;19,329;25,330;27,343;25,727;24,153;45,689;65,436;70,221;57,964;45,183;36,949;32,433;31,126;27,343;23,766;21,871;20,403;21,132;19,684;19,329;20,403;19,684;18,977;19,329;21,132;16,920;28,031;70,221
  11/1971;19,684;23,382;27,343;30,696;35,113;26,935;23,382;21,132;19,684;19,329;19,684;20,403;23,382;25,727;26,127;23,766;22,621;21,132;19,684;18,977;18,281;17,936;18,627;18,281;18,977;20,403;21,871;23,766;25,330;25,727;---;17,936;22,579;35,113
  12/1971;24,543;29,419;25,330;28,999;30,696;29,842;25,727;23,000;24,935;28,166;30,268;28,999;28,166;28,999;31,559;32,433;31,559;28,999;27,343;28,999;35,113;39,776;37,881;43,680;49,295;48,773;63,097;76,399;82,795;80,854;75,146;23,000;38,735;82,795
  01/1972;69,615;63,097;53,556;46,197;40,737;35,113;33,316;34,209;36,026;41,222;38,824;40,255;36,949;30,696;27,753;26,530;24,543;25,727;26,127;26,530;26,127;45,183;60,223;75,146;82,795;82,795;85,413;73,902;71,439;78,932;90,751;24,543;49,346;90,751
  02/1972;85,413;72,666;64,262;56,849;53,016;48,773;45,183;49,820;61,366;57,405;56,294;55,192;54,099;55,192;63,097;56,849;57,405;56,294;55,192;72,666;77,029;80,211;71,439;71,439;78,932;86,735;87,399;85,413;77,029;---;---;45,183;65,264;87,399
  03/1972;70,829;60,223;54,099;51,941;50,876;57,405;54,099;47,736;42,689;41,222;40,737;39,776;40,737;43,680;45,183;40,255;38,824;37,881;37,414;36,949;36,026;34,209;33,316;58,526;50,347;40,737;37,881;36,026;33,316;31,995;31,559;31,559;43,758;70,829
  04/1972;33,316;42,198;47,736;47,220;50,876;47,736;40,255;37,881;36,949;36,026;35,568;33,316;31,559;29,842;28,166;27,343;28,166;31,559;30,696;27,343;26,935;26,935;26,530;26,127;25,727;25,330;24,935;24,543;24,153;23,382;---;23,382;32,612;50,876
  05/1972;22,621;23,000;22,621;22,245;22,245;23,000;22,621;23,000;24,153;24,935;23,382;22,621;22,245;21,871;21,500;21,500;21,132;21,132;20,766;20,766;21,500;21,500;22,245;21,871;25,330;27,753;28,166;25,727;23,382;22,621;21,871;20,766;22,881;28,166
  06/1972;21,500;21,132;20,766;20,042;19,684;19,329;18,977;18,977;18,977;18,627;18,977;18,977;19,329;18,627;18,627;18,281;18,627;18,627;18,627;18,977;19,329;18,977;18,627;18,281;17,936;17,595;17,256;17,595;16,920;16,920;---;16,920;18,837;21,500
  07/1972;16,587;16,257;16,257;16,257;16,587;16,257;16,587;16,920;17,595;16,920;16,920;20,403;35,113;41,222;37,881;34,660;30,696;28,166;25,727;23,382;21,871;21,500;21,132;20,403;21,132;20,042;18,977;18,977;18,627;18,281;17,595;16,257;21,901;41,222
  08/1972;16,920;16,587;16,257;18,977;24,153;31,559;41,708;39,298;33,761;31,559;28,166;26,127;23,382;22,621;21,871;21,132;20,766;18,977;18,627;17,595;17,256;16,920;16,920;18,281;19,684;20,403;19,329;18,281;17,595;17,256;16,920;16,257;22,222;41,708
  09/1972;16,920;16,257;16,587;17,595;16,920;18,281;21,500;25,727;23,000;20,403;18,281;16,920;16,587;16,257;16,257;15,929;15,605;14,963;14,647;14,334;14,023;13,715;13,410;13,715;14,334;16,587;16,920;17,256;18,281;17,595;---;13,410;16,960;25,727
  10/1972;17,256;19,329;18,977;25,727;35,113;31,559;32,873;35,113;30,696;28,581;69,615;89,404;89,404;81,498;63,678;45,689;39,776;36,026;31,559;27,753;26,935;24,935;22,621;21,871;20,766;19,684;18,627;18,281;19,684;24,935;25,330;17,256;35,268;89,404
  11/1972;26,127;27,343;29,842;34,209;39,298;41,708;40,737;31,559;27,343;26,530;26,935;27,343;27,753;26,935;26,530;26,935;27,343;43,680;54,645;65,436;69,011;49,295;40,255;34,660;32,433;32,873;31,995;29,842;27,343;24,935;---;24,935;35,029;69,011
  12/1972;24,935;26,530;31,995;35,568;36,949;36,026;34,660;31,559;28,999;25,727;24,153;23,382;24,935;26,530;24,153;21,871;20,766;19,329;19,684;23,382;23,000;22,621;24,153;28,166;35,113;44,679;36,949;34,209;36,949;37,881;38,351;19,329;29,136;44,679
  01/1973;34,209;30,268;28,166;27,343;32,433;35,568;32,433;32,873;39,298;46,197;48,773;57,405;59,655;55,742;48,773;44,679;44,178;46,197;47,220;45,689;41,708;44,679;45,689;43,183;40,737;48,253;58,526;61,366;49,820;43,680;45,689;27,343;43,885;61,366
  02/1973;44,679;46,707;48,773;49,295;50,876;48,773;48,773;46,707;45,689;39,776;35,113;33,316;39,776;55,742;62,517;60,793;56,294;50,876;51,941;55,192;51,941;47,736;44,679;38,824;36,486;36,026;36,026;35,568;---;---;---;33,316;46,389;62,517
  03/1973;34,660;33,761;33,761;32,873;35,568;38,824;39,298;33,316;46,707;57,405;53,556;48,773;36,949;35,113;31,995;31,126;30,268;28,999;27,753;27,343;26,935;26,530;38,351;55,742;49,820;39,298;37,414;35,568;31,995;30,268;32,873;26,530;36,866;57,405
  04/1973;46,707;43,680;52,477;55,742;48,253;43,183;39,776;39,298;42,198;40,737;39,776;39,298;53,016;55,742;44,178;40,255;39,298;40,255;36,949;35,568;38,351;39,298;39,776;39,298;34,660;32,873;30,696;30,696;29,842;29,842;---;29,842;40,724;55,742
  05/1973;28,999;28,581;27,343;26,530;27,343;29,419;31,995;28,581;26,935;29,419;33,761;35,568;35,113;34,209;30,268;29,419;28,999;28,581;27,343;26,127;25,727;28,166;34,660;35,568;32,433;28,999;29,419;28,581;27,343;25,727;25,330;25,330;29,564;35,568
  06/1973;24,543;24,153;23,382;23,000;22,621;22,621;22,245;22,245;21,871;21,871;21,500;21,500;21,132;20,766;20,403;20,766;21,132;21,500;23,382;23,382;22,621;21,132;21,132;20,403;20,403;20,403;21,132;24,153;25,727;24,935;---;20,403;22,202;25,727
  07/1973;23,000;23,766;28,166;33,761;34,660;26,127;28,999;23,766;22,245;21,132;19,684;19,684;20,042;20,403;20,042;19,684;18,977;18,627;18,977;18,627;18,627;21,132;21,871;22,621;20,766;19,684;18,977;20,766;24,543;25,330;22,245;18,627;22,482;34,660
  08/1973;20,403;19,684;19,329;18,627;18,627;20,766;20,403;20,042;19,329;18,627;17,936;17,256;16,920;16,587;16,257;16,920;16,587;16,257;16,257;15,929;15,605;15,605;15,283;15,283;14,963;14,963;14,963;14,647;14,647;14,334;14,334;14,334;17,012;20,766
  09/1973;14,647;16,587;19,684;21,871;21,500;18,627;17,256;16,257;15,605;15,605;15,283;15,283;14,963;14,334;14,963;15,605;15,605;15,283;14,963;14,023;13,410;13,108;12,809;13,108;12,809;13,108;13,715;14,023;14,334;13,715;---;12,809;15,403;21,871
  10/1973;13,715;13,410;13,108;12,513;12,219;12,809;13,108;13,715;18,281;20,403;32,873;44,679;52,477;38,351;28,166;25,330;21,871;20,403;20,403;19,684;23,382;21,132;18,977;16,920;16,257;15,283;21,500;19,684;20,403;20,042;20,403;12,219;16,717;52,477
  11/1973;32,433;43,680;40,737;36,026;31,126;28,581;24,935;23,382;21,132;18,977;18,281;16,920;25,330;31,559;29,419;27,343;23,000;35,113;59,655;56,294;48,253;39,776;34,209;31,559;33,316;28,999;26,127;24,935;23,382;21,500;---;16,920;31,199;59,655
  12/1973;21,132;19,329;18,977;20,403;27,343;42,689;39,776;48,253;69,011;65,436;63,097;51,407;38,824;43,680;50,876;44,679;37,881;36,026;44,679;54,645;70,221;78,295;78,932;76,399;79,570;67,811;56,294;51,941;47,220;53,016;69,615;18,977;50,563;79,570
  01/1974;86,735;96,224;101,830;90,076;77,661;67,811;55,742;55,192;63,097;64,262;69,011;71,439;75,146;83,446;87,399;86,073;99,010;99,010;95,532;90,751;83,446;75,772;67,214;60,793;53,556;55,192;58,526;71,439;82,795;86,735;89,404;53,556;77,430;101,830
  02/1974;85,413;77,661;75,772;70,221;58,526;51,941;48,773;47,736;44,679;41,708;39,776;41,708;39,776;40,737;39,776;36,026;35,113;39,776;45,689;43,183;39,298;43,680;43,680;41,708;37,881;37,414;36,026;32,433;---;---;---;32,433;47,004;85,413
  03/1974;31,559;30,696;32,433;34,209;31,559;29,419;28,581;34,209;39,776;40,737;37,881;38,824;41,708;40,737;41,222;44,679;39,776;45,183;49,820;64,262;68,410;73,283;71,439;72,666;70,221;61,366;63,678;56,294;47,736;43,680;39,298;28,581;46,624;73,283
  04/1974;38,824;36,486;38,824;42,689;57,964;54,099;43,680;37,881;36,026;35,113;34,660;33,316;34,209;34,660;36,026;34,209;32,433;30,696;29,842;29,419;28,999;28,999;28,581;28,166;28,999;29,842;30,696;31,126;29,842;28,999;---;28,166;34,844;57,964
  05/1974;28,166;28,166;27,753;27,343;26,935;26,127;25,727;24,935;25,727;25,330;24,935;24,153;23,382;24,935;25,727;24,153;22,621;23,000;23,382;24,153;23,766;23,382;23,000;22,621;22,245;21,871;21,871;21,500;22,621;24,153;22,621;21,500;24,397;28,166
  06/1974;21,871;21,500;21,871;21,871;21,500;21,132;21,871;22,621;22,621;22,245;22,621;28,999;40,737;38,824;30,696;28,581;26,127;25,727;23,766;23,382;22,621;23,382;25,727;26,127;39,298;50,876;51,941;45,689;39,298;37,414;---;21,132;29,031;51,941
  07/1974;33,316;29,842;27,753;26,530;24,935;23,382;22,621;22,245;21,871;21,500;21,132;21,132;20,766;19,684;20,766;19,684;19,329;20,042;18,281;18,977;18,627;17,936;18,627;18,281;17,936;18,281;17,595;17,595;18,281;17,595;17,256;17,256;21,026;33,316
  08/1974;17,256;17,595;16,920;15,929;15,605;15,929;15,605;14,963;15,283;14,963;15,283;15,605;15,929;15,605;14,963;16,257;15,929;16,257;15,929;14,963;14,647;14,334;13,715;13,410;13,108;13,108;13,108;13,108;12,513;12,809;13,108;12,513;14,959;17,595
  09/1974;13,108;12,809;13,715;14,963;15,605;14,334;13,715;13,410;13,108;12,809;12,513;11,929;10,797;11,075;11,357;11,075;10,797;10,248;9,712;10,248;11,357;12,513;12,809;12,219;11,357;10,248;9,712;9,979;15,605;19,329;---;9,712;12,415;19,329
  10/1974;17,936;16,587;16,587;17,595;22,245;21,132;18,627;16,587;14,963;13,715;12,513;12,219;11,641;11,929;10,797;10,521;10,248;10,248;10,797;10,797;11,075;12,513;12,809;11,641;11,357;11,929;12,809;14,963;25,727;47,736;48,773;10,248;16,420;48,773
  11/1974;33,316;23,382;18,281;16,587;14,963;16,587;14,647;15,605;14,647;13,108;12,809;11,929;12,219;12,513;13,715;14,334;13,715;12,513;11,357;9,979;12,809;24,935;39,776;45,689;32,433;24,935;21,500;29,842;30,268;29,842;---;9,979;19,941;45,689
  12/1974;28,166;27,343;30,696;29,419;29,419;28,999;29,419;28,999;26,127;21,871;20,042;20,042;20,403;21,132;28,581;31,126;29,842;35,568;50,876;56,294;53,016;51,941;49,295;73,902;87,399;85,413;91,428;106,122;82,795;66,619;63,097;20,042;45,335;106,122
  01/1975;63,678;73,283;63,097;57,964;51,941;47,220;43,183;41,222;38,351;36,486;36,949;40,255;48,253;59,655;82,145;73,902;69,615;61,940;49,820;43,680;38,824;36,026;34,209;32,873;33,316;32,873;31,126;28,999;28,166;27,753;30,268;27,753;46,357;82,145
  02/1975;30,268;31,995;43,183;53,556;75,772;86,073;88,733;81,498;86,073;88,065;81,498;64,848;51,941;45,689;55,192;66,026;49,295;40,737;38,351;43,183;50,347;49,295;52,477;51,407;48,773;47,736;48,253;60,223;---;---;---;30,268;57,517;88,733
  03/1975;66,026;70,221;80,211;77,661;61,940;49,295;43,680;42,689;45,183;42,198;41,708;36,949;35,113;34,209;33,316;32,433;31,126;29,842;28,999;28,999;28,166;28,999;30,696;29,842;35,113;42,689;39,298;32,873;29,842;30,268;31,126;28,166;40,991;80,211
  04/1975;32,873;33,316;35,113;31,126;29,842;27,753;27,753;27,343;26,935;28,581;31,126;30,696;29,842;27,343;27,343;28,999;31,126;28,999;26,935;26,127;26,127;26,127;25,727;24,935;25,330;23,382;23,000;23,000;23,000;22,621;---;22,621;27,747;35,113
  05/1975;22,621;22,621;22,621;23,000;23,000;26,530;27,343;26,935;26,935;26,530;23,382;23,000;22,621;22,621;22,245;22,245;20,403;19,684;19,684;19,684;19,684;19,329;19,329;18,977;18,977;19,329;18,977;18,627;18,281;18,281;17,936;17,936;21,659;27,343
  06/1975;18,281;18,281;18,281;18,281;18,281;18,281;18,281;18,281;18,281;17,595;17,595;16,920;16,257;16,257;16,920;16,587;16,587;16,257;15,605;16,257;16,257;16,257;15,929;16,257;15,605;15,929;15,605;15,283;15,929;15,929;---;15,283;16,878;18,281
  07/1975;15,929;15,929;16,257;21,132;20,042;20,042;18,977;17,595;16,587;16,257;15,929;15,929;15,605;15,605;15,283;15,283;15,929;16,257;16,257;15,929;15,605;15,605;15,605;15,283;14,647;14,963;14,963;14,334;14,334;13,715;14,023;13,715;16,124;21,132
  08/1975;14,647;14,647;13,410;13,108;12,809;12,809;12,513;12,513;12,513;12,809;12,513;11,929;11,929;12,219;11,357;11,357;11,357;11,075;10,521;11,075;11,075;11,075;10,797;10,521;10,248;10,248;10,248;9,979;9,712;9,712;11,075;9,712;11,671;14,647
  09/1975;9,979;9,712;9,712;9,712;9,448;9,188;9,712;9,448;9,448;8,424;7,931;7,931;7,931;8,176;8,424;8,176;7,931;7,931;7,931;7,931;7,931;7,931;9,188;9,979;8,930;7,450;7,931;9,188;9,188;11,075;---;7,450;8,796;11,075
  10/1975;13,108;13,715;15,929;15,605;13,108;19,329;17,936;18,977;28,999;26,530;21,132;21,871;26,530;26,530;20,766;18,627;16,587;16,257;15,929;16,587;18,627;17,256;14,963;13,108;14,647;14,647;11,357;10,797;11,929;10,248;11,929;10,248;17,212;28,999
  11/1975;13,410;15,929;19,684;18,977;17,256;15,283;13,410;14,647;14,963;14,963;14,023;14,647;16,587;17,256;14,647;12,513;12,219;12,219;12,219;13,410;26,530;23,382;22,245;29,419;33,316;43,183;54,099;60,223;63,097;69,615;---;12,219;24,112;69,615
  12/1975;58,526;64,262;53,556;41,222;33,761;30,696;27,753;26,935;26,530;31,559;31,126;36,949;49,820;85,413;82,145;73,902;69,615;53,556;46,707;43,680;41,222;34,209;33,316;40,737;54,099;67,214;80,854;89,404;88,065;83,446;70,829;26,530;53,262;89,404
  01/1976;53,556;45,689;41,222;39,776;37,414;37,881;43,680;58,526;64,262;61,366;53,556;50,347;53,556;42,198;37,881;37,414;33,316;33,761;33,761;35,568;39,298;40,255;35,113;32,873;31,126;29,842;35,113;35,568;35,113;33,761;40,737;29,842;41,404;64,262
  02/1976;46,197;53,556;59,089;60,223;64,848;64,262;106,122;127,899;127,120;120,959;118,682;112,698;93,471;63,678;51,407;46,197;45,183;48,253;50,876;52,477;57,405;54,645;57,964;67,811;69,615;72,666;80,854;95,532;109,755;---;---;45,183;75,153;127,899
  03/1976;120,198;124,795;130,248;104,683;88,733;75,772;68,410;65,436;61,366;55,742;53,016;61,366;63,678;62,517;59,089;58,526;57,964;51,941;54,099;88,733;97,613;87,399;69,011;63,097;83,446;82,145;73,902;73,283;67,811;66,026;63,097;51,941;75,263;130,248
  04/1976;55,192;49,820;46,707;46,197;44,178;44,679;43,183;40,737;39,776;42,198;44,178;51,941;71,439;85,413;92,788;96,917;96,917;82,795;64,848;56,294;51,407;48,253;47,220;47,736;46,197;44,178;42,689;41,222;40,255;39,776;---;39,776;54,838;96,917
  05/1976;38,824;39,776;37,414;36,486;37,414;36,486;36,486;36,026;35,113;38,824;38,351;41,222;40,255;42,198;38,351;36,026;35,568;35,568;38,824;46,707;52,477;55,742;51,407;46,707;42,198;40,255;38,824;45,183;77,661;92,107;86,073;35,113;44,986;92,107
  06/1976;80,854;67,214;53,016;47,736;43,680;90,076;97,613;88,733;76,399;67,214;59,089;57,964;56,849;51,941;50,876;49,295;46,707;45,183;42,198;40,737;39,776;38,351;37,414;36,486;36,486;36,026;35,568;35,568;34,660;34,209;---;34,209;52,597;97,613
  07/1976;33,761;43,183;86,073;111,222;103,967;101,830;94,156;66,619;59,089;61,366;61,940;62,517;57,964;50,876;48,773;46,197;43,680;42,689;41,222;40,737;39,298;39,776;39,298;38,824;38,351;36,949;36,486;34,209;35,113;34,660;33,761;33,761;53,696;111,222
  08/1976;33,761;32,873;32,873;32,433;32,433;33,761;33,316;34,660;33,761;34,660;37,414;42,198;48,253;58,526;57,405;51,941;44,679;41,222;40,255;41,708;44,679;49,295;50,876;44,679;40,255;38,351;36,026;34,660;32,433;32,873;32,433;32,433;39,829;58,526
  09/1976;31,995;31,559;31,126;30,268;29,842;32,873;40,737;72,051;77,029;72,666;62,517;50,876;48,253;79,570;73,902;73,283;70,829;67,811;59,655;50,876;47,736;44,178;44,679;43,680;42,198;41,222;50,876;88,065;91,428;93,471;---;29,842;55,842;93,471
  10/1976;92,107;72,666;55,742;49,295;45,183;45,689;43,183;41,222;40,255;49,295;50,876;51,941;45,689;41,708;37,881;36,949;36,026;36,026;38,824;37,881;37,414;36,026;36,026;36,026;38,824;40,255;50,347;45,689;42,198;37,414;36,026;36,026;44,667;92,107
  11/1976;45,183;44,679;38,351;36,026;36,949;48,773;50,876;43,680;37,414;36,486;36,026;34,660;37,414;38,824;37,414;35,568;47,736;45,689;45,689;52,477;77,661;86,073;77,029;67,811;56,849;50,876;48,773;49,295;47,736;50,876;---;34,660;48,096;86,073
  12/1976;45,689;42,689;46,197;49,820;49,295;49,295;45,183;53,016;75,772;65,436;54,645;48,773;47,736;44,679;44,178;54,645;53,016;55,742;57,964;61,366;56,294;50,876;55,192;67,811;67,811;71,439;69,615;69,011;71,439;66,619;56,294;42,689;56,372;75,772
  01/1977;51,407;48,253;46,197;44,679;46,707;54,099;66,026;77,029;73,902;58,526;49,820;47,220;44,178;41,222;42,689;42,198;41,708;43,183;58,526;86,073;88,733;89,404;81,498;64,848;54,645;56,849;69,615;69,615;70,829;72,051;84,755;41,222;60,209;89,404
  02/1977;96,224;93,471;86,073;73,902;62,517;55,192;50,347;53,016;55,742;52,477;46,707;44,178;43,183;42,198;40,255;39,298;40,255;37,881;36,486;36,949;38,824;37,881;36,949;36,026;39,776;38,351;38,351;36,486;---;---;---;36,026;49,607;96,224
  03/1977;34,660;33,316;32,873;35,113;36,026;41,708;40,737;38,351;36,949;37,881;36,486;35,113;32,873;33,316;32,433;33,316;34,660;32,433;34,209;38,824;41,708;64,262;61,940;54,099;48,253;45,183;49,295;55,192;58,526;64,848;64,262;32,433;42,543;64,848
  04/1977;61,940;57,405;54,099;53,556;57,964;57,964;55,742;49,820;49,295;54,645;61,366;55,192;47,736;43,680;41,222;39,776;37,881;37,881;67,214;64,262;78,295;80,854;77,029;71,439;65,436;55,192;49,295;45,183;42,689;40,737;---;37,881;55,160;80,854
  05/1977;39,298;38,351;38,351;37,881;36,949;36,026;35,113;34,660;34,209;33,316;32,873;32,433;31,995;31,559;31,126;31,559;33,316;32,873;32,873;31,559;31,559;30,268;30,268;30,268;29,419;29,419;28,581;29,419;28,999;28,999;28,581;28,581;32,648;39,298
  06/1977;28,166;28,166;27,753;28,581;45,689;51,407;46,707;38,824;34,209;32,873;31,126;29,419;28,999;28,166;27,753;26,127;25,727;26,935;26,935;26,530;26,127;25,727;24,935;24,935;25,727;27,343;26,127;26,127;25,330;24,935;---;24,935;29,914;51,407
  07/1977;23,382;23,000;22,621;23,000;23,000;23,000;23,000;22,621;22,245;22,621;22,245;22,245;22,245;21,871;21,871;21,132;21,132;21,132;19,329;21,132;21,871;21,132;20,766;19,329;20,403;21,500;20,042;20,042;19,329;18,977;18,627;18,627;21,447;23,382
  08/1977;18,281;18,977;18,281;17,595;18,627;18,281;17,595;17,595;17,595;17,256;16,920;16,920;16,587;16,587;16,587;16,587;16,257;17,936;15,929;15,283;15,283;15,283;15,283;15,283;14,647;15,283;14,647;14,647;14,963;15,929;18,627;14,647;16,631;18,977
