PREFIXO: ;3D-002
NOME DO POSTO: ;MONTE ALEGRE DO SUL
MUNICÍPIO: ;MONTE ALEGRE DO SUL
CURSO D'ÁGUA: ;CAMANDUCAIA,R/CAMAND.OU DA GUARDINHA,R/GUARDINHA,R DA
ÁREA (Km²): ;387,00
LATITUDE: ;22°41'44"
LONGITUDE: ;46°40'25"
 
Obs: valores com --- representam dados inexistentes.
 
Vazões médias diárias (m³/s)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Vazão Mínima;Vazão Média;Vazão Máxima
  05/2004;4,710;4,630;4,550;4,471;4,510;4,550;4,832;6,169;6,724;5,989;5,419;5,122;4,751;4,630;4,590;5,723;7,445;7,105;6,630;6,352;6,169;6,490;6,352;6,124;6,079;12,666;13,927;13,741;14,549;16,251;18,569;4,471;7,414;18,569
  06/2004;19,879;18,634;10,019;22,007;15,806;12,358;9,305;6,913;6,961;7,009;7,009;7,250;8,301;8,045;8,096;8,199;8,199;7,995;7,201;6,724;6,034;5,591;5,548;5,505;5,333;5,291;5,164;5,164;5,122;5,122;---;5,122;8,659;22,007
  07/2004;5,080;4,914;4,590;4,590;4,590;4,550;4,550;4,550;4,590;5,635;6,306;6,124;5,811;5,679;5,548;5,376;5,333;5,548;16,953;18,114;12,759;8,301;7,594;6,818;5,855;5,376;5,080;4,792;4,670;4,510;4,550;4,510;6,411;18,114
  08/2004;4,550;4,471;4,392;4,392;4,392;4,353;4,392;4,314;4,236;4,159;3,970;3,821;3,784;3,821;3,784;3,784;3,784;3,747;3,674;3,638;3,566;3,566;3,566;3,494;3,494;3,459;3,389;3,424;3,530;3,638;3,602;3,389;3,877;4,550
  09/2004;3,319;3,079;3,079;3,045;3,079;3,045;3,045;2,979;2,880;2,815;2,782;2,815;2,815;2,815;2,880;2,880;2,913;3,012;5,122;4,314;3,895;3,494;3,079;2,913;2,686;2,592;2,592;2,718;3,012;2,847;---;2,592;3,085;5,122
  10/2004;2,979;3,424;4,236;4,510;4,914;4,630;3,747;3,147;3,012;3,181;3,932;3,858;3,821;6,677;8,301;7,396;6,352;7,594;9,963;9,143;5,376;4,630;4,431;4,550;4,832;7,495;7,299;6,079;4,670;4,590;4,550;2,979;5,268;9,963
  11/2004;5,376;5,944;5,548;4,392;4,510;5,989;9,359;8,983;6,677;4,510;3,895;3,821;3,424;3,215;3,530;5,333;9,908;12,820;17,146;17,984;9,577;5,505;4,914;4,590;4,431;4,550;5,811;7,153;7,153;7,793;---;3,215;6,795;17,984
  12/2004;6,583;6,124;6,260;7,396;10,930;10,930;10,699;13,248;16,124;15,997;13,310;9,577;6,724;5,505;5,376;5,248;5,164;6,260;8,405;9,089;8,929;7,944;7,693;8,250;11,104;19,157;20,209;16,314;14,051;12,881;12,358;5,164;10,253;20,209
  01/2005;10,357;7,995;6,818;7,396;9,687;8,823;8,770;9,305;10,075;12,481;18,895;13,371;11,814;11,575;11,694;10,470;17,726;20,341;22,343;24,171;25,472;27,202;29,092;30,506;31,218;34,961;35,179;26,855;23,017;18,895;16,314;6,818;17,833;35,179
  02/2005;15,112;13,989;13,618;14,549;15,490;13,556;12,481;11,694;10,814;10,756;10,527;10,244;10,470;10,988;10,814;10,413;10,244;10,075;15,175;13,803;12,698;12,115;10,699;9,797;8,405;8,096;10,357;14,861;---;---;---;8,096;11,851;15,490
  03/2005;9,468;7,396;7,057;6,818;6,583;6,306;6,214;5,944;5,505;5,206;5,248;5,206;5,248;5,291;27,342;38,923;26,994;17,790;17,855;17,661;18,764;19,091;15,553;16,187;15,553;13,927;13,003;12,727;11,280;10,300;9,852;5,206;12,590;38,923
  04/2005;9,305;9,089;8,561;8,301;8,456;11,934;9,251;8,456;8,353;8,250;7,995;7,495;7,250;7,009;6,818;6,537;6,306;6,260;6,214;6,306;6,306;6,961;7,105;7,153;7,057;6,630;6,490;6,352;6,352;6,260;---;6,214;7,494;11,934
  05/2005;6,306;6,306;6,260;6,260;6,124;6,214;6,306;6,306;5,944;5,505;5,376;5,419;5,291;5,164;5,080;5,038;4,997;4,997;4,630;4,630;4,710;4,670;4,832;8,405;20,606;21,538;17,726;14,674;9,687;7,201;7,105;4,630;7,526;21,538
  06/2005;6,818;6,306;6,169;5,855;5,635;5,462;5,333;5,376;5,333;5,376;5,333;5,291;5,164;4,956;4,956;4,751;4,751;4,590;4,590;4,550;5,462;5,767;5,635;5,376;5,376;5,333;5,291;5,248;5,122;5,206;---;4,550;5,347;6,818
  07/2005;5,164;5,038;4,956;4,873;4,792;4,710;4,630;4,590;4,550;4,510;4,471;4,431;4,392;4,314;4,236;4,198;4,083;4,083;4,045;4,236;4,314;4,471;4,431;4,392;6,490;7,495;5,462;5,080;4,670;4,510;4,392;4,045;4,710;7,495
  08/2005;4,236;4,045;3,821;3,784;3,858;3,784;3,784;3,747;3,711;3,674;3,638;3,638;3,566;3,494;3,494;3,424;3,319;3,284;3,215;3,181;3,147;3,113;3,079;3,079;3,045;3,012;3,319;3,784;3,895;3,747;3,319;3,012;3,524;4,236
  09/2005;3,215;5,548;5,164;4,471;4,751;5,419;5,206;4,997;4,710;4,392;3,970;3,747;3,821;3,858;3,821;3,747;3,530;3,424;3,424;3,711;3,784;3,530;3,566;3,566;4,083;4,590;5,291;5,462;4,710;4,083;---;3,215;4,253;5,548
  10/2005;4,045;4,045;4,236;4,590;3,821;3,674;3,602;3,494;3,459;3,389;3,284;3,181;3,012;2,913;2,815;2,750;2,946;3,389;3,459;3,566;3,566;12,481;8,718;6,124;4,670;4,751;4,670;4,710;6,169;6,124;5,989;2,750;4,440;12,481
  11/2005;4,956;4,630;5,635;5,333;5,164;5,080;4,997;4,751;4,121;3,858;4,007;4,045;4,121;4,083;3,638;3,389;3,181;3,424;3,970;4,198;4,007;3,711;3,459;3,459;3,530;4,198;4,670;4,670;4,670;4,550;---;3,181;4,250;5,635
  12/2005;4,997;5,248;5,291;4,832;4,710;5,291;7,347;8,929;7,009;6,169;5,122;4,275;3,970;3,932;3,858;3,784;4,007;7,299;13,433;14,987;14,611;13,433;11,221;9,251;6,913;6,865;11,635;8,770;8,456;8,718;9,359;3,784;7,539;14,987
  01/2006;11,104;14,861;19,157;21,940;22,141;19,813;18,764;15,175;11,874;8,929;7,793;7,009;6,444;6,214;5,989;5,505;5,333;5,462;5,462;5,899;5,723;5,376;5,038;4,550;4,471;4,471;4,510;4,392;6,913;12,420;13,679;4,392;9,562;22,141
  02/2006;15,553;13,433;11,104;9,577;7,299;5,989;5,164;4,792;7,299;10,131;14,924;17,532;17,339;14,674;12,727;11,635;10,814;10,244;8,823;7,693;7,894;8,456;8,665;8,823;8,770;8,147;8,096;7,396;---;---;---;4,792;10,107;17,532
  03/2006;6,352;6,490;6,214;6,214;13,556;21,672;25,129;24,308;22,882;15,050;10,872;8,929;7,057;7,057;6,961;7,201;7,299;7,250;8,045;11,104;13,989;11,754;11,104;9,908;11,104;12,542;12,820;13,003;15,427;18,634;19,813;6,214;12,250;25,129
  04/2006;14,299;9,359;8,508;8,199;8,045;7,594;7,347;7,299;7,250;7,201;6,913;6,677;6,630;6,630;6,306;5,591;5,505;5,419;5,548;5,462;5,333;5,376;5,248;5,248;5,164;5,080;4,997;4,914;4,873;4,832;---;4,832;6,562;14,299
  05/2006;4,751;4,630;4,590;4,550;4,471;4,431;4,392;4,431;4,510;4,550;4,431;4,392;4,431;4,314;4,314;4,236;4,159;4,083;4,007;3,932;3,970;3,970;3,970;3,970;3,970;4,007;4,007;3,970;3,895;3,747;3,674;3,674;4,218;4,751
  06/2006;3,638;3,602;3,674;3,674;3,674;3,711;3,638;3,638;3,530;3,459;3,459;3,459;3,424;3,319;3,354;3,389;3,319;3,249;3,284;3,215;3,215;3,181;3,249;3,284;3,389;3,424;5,899;5,164;4,792;4,550;---;3,181;3,662;5,899
  07/2006;4,353;4,159;3,747;3,821;3,711;3,674;3,638;3,602;3,566;3,638;3,821;3,674;3,459;3,249;3,215;3,147;3,079;2,946;2,782;2,686;2,623;2,592;2,561;2,530;2,561;2,530;2,530;2,499;2,530;2,592;2,561;2,499;3,164;4,353
  08/2006;4,198;5,548;3,747;3,389;3,284;3,079;2,946;2,815;2,718;2,623;2,623;2,592;2,561;2,530;2,530;2,592;2,561;2,499;2,499;2,499;2,499;2,561;2,499;2,499;2,499;2,561;2,847;2,815;2,530;2,499;2,499;2,499;2,843;5,548
  09/2006;2,750;3,045;3,319;3,566;3,389;3,079;2,979;2,880;2,880;2,750;2,750;2,750;2,686;2,750;2,718;2,718;2,946;2,946;2,815;2,686;2,623;2,592;2,592;2,592;2,623;2,561;2,561;2,499;2,499;2,530;---;2,499;2,802;3,566
  10/2006;2,592;3,012;3,181;3,113;3,249;4,159;5,122;5,419;5,038;4,236;3,858;3,215;2,913;2,750;2,686;2,655;2,686;2,686;2,655;2,623;2,561;2,623;2,655;2,468;2,377;2,317;2,228;2,228;2,170;2,141;2,112;2,112;3,023;5,419
  11/2006;2,084;2,468;4,121;3,895;3,638;3,249;2,655;2,377;2,228;2,199;2,170;2,170;2,437;3,530;3,147;2,946;2,592;2,499;4,710;9,359;17,726;15,806;11,280;10,131;7,495;6,306;6,079;5,944;5,038;4,590;---;2,084;5,162;17,726
  12/2006;4,353;4,159;3,932;4,353;3,970;3,821;3,784;3,638;3,389;3,284;3,249;3,181;3,147;3,215;3,389;3,674;3,566;3,459;3,181;3,012;3,181;3,970;5,811;6,444;7,299;7,250;6,865;6,398;7,643;7,843;8,823;3,012;4,622;8,823
  01/2007;7,396;7,594;7,894;17,855;30,223;34,380;26,577;16,251;11,280;9,522;8,301;8,456;8,096;7,250;7,105;7,105;7,347;17,210;26,994;24,239;19,682;17,339;17,726;15,806;13,187;11,163;9,359;8,301;9,577;9,577;10,699;7,105;13,984;34,380
  02/2007;8,405;7,201;7,057;6,913;7,057;7,057;6,537;7,544;9,143;8,823;9,089;7,153;6,079;5,462;5,164;5,122;5,080;4,956;4,832;4,914;4,590;4,431;4,236;4,083;3,970;3,895;4,314;4,873;---;---;---;3,895;5,999;9,143
  03/2007;4,431;3,821;3,747;3,674;3,638;3,459;3,354;3,215;4,956;4,083;3,784;4,751;4,751;5,206;4,710;4,630;4,314;5,989;13,371;30,152;21,873;12,055;8,405;6,961;6,260;6,034;5,679;6,490;5,548;4,873;4,550;3,215;6,734;30,152
  04/2007;4,353;4,275;4,314;3,895;3,895;4,045;3,932;4,198;14,486;10,988;7,445;5,855;5,206;5,291;5,899;4,914;4,590;4,550;4,471;4,353;4,710;4,353;4,314;4,045;4,007;4,007;4,159;4,550;4,471;4,431;---;3,895;5,133;14,486
  05/2007;4,159;3,970;3,784;3,711;3,602;3,530;3,494;3,530;3,494;3,530;3,566;3,424;3,354;3,459;3,354;3,389;3,147;3,079;3,113;3,113;3,079;3,895;5,767;6,583;5,462;4,353;4,121;3,858;3,858;3,747;3,674;3,079;3,813;6,583
  06/2007;3,566;3,932;7,995;8,561;6,583;5,248;4,431;4,083;3,784;3,747;3,674;3,674;3,494;3,389;3,319;3,181;3,113;3,113;3,045;3,012;2,913;2,913;2,913;2,913;2,880;2,946;2,880;2,847;2,815;2,782;---;2,782;3,792;8,561
  07/2007;2,815;2,782;2,750;2,718;2,623;2,530;2,530;2,561;2,561;2,468;2,499;2,499;2,530;2,499;2,437;2,468;5,723;9,577;10,244;6,724;5,122;4,198;4,314;9,577;20,540;27,690;14,861;8,983;7,693;6,214;5,462;2,437;6,071;27,690
  08/2007;5,080;4,550;4,275;4,159;4,083;3,932;3,821;3,858;3,747;3,566;3,389;3,354;3,249;3,181;3,079;3,045;3,113;3,079;3,079;3,079;3,079;3,079;2,946;2,913;2,880;2,847;2,782;2,782;2,686;2,655;2,623;2,623;3,355;5,080
  09/2007;2,686;2,655;2,655;4,956;4,392;3,249;2,946;2,782;2,718;2,561;2,468;2,437;2,407;2,407;2,407;2,377;2,317;2,377;2,377;2,199;2,112;2,084;2,141;2,112;2,055;2,055;2,055;2,084;2,084;2,084;---;2,055;2,541;4,956
  10/2007;2,055;1,943;1,834;1,728;1,649;1,754;1,754;1,675;1,573;1,548;1,498;1,449;1,425;1,473;1,449;3,012;2,815;2,561;2,468;2,407;2,377;2,347;2,530;6,079;6,818;6,079;4,550;3,638;3,045;2,750;2,561;1,425;2,608;6,818
  11/2007;2,499;9,522;12,881;19,682;16,825;8,718;3,895;7,009;8,983;7,347;18,830;15,238;9,908;7,250;7,495;6,865;6,630;6,913;5,505;5,505;5,038;4,670;4,471;4,083;3,858;3,747;3,319;3,079;3,079;3,012;---;2,499;7,529;19,682
  12/2007;3,079;3,012;3,012;3,045;3,045;3,354;6,865;9,089;5,505;5,505;5,811;7,009;7,793;5,548;5,080;5,548;5,333;6,398;6,260;9,359;18,504;14,237;8,405;13,064;10,699;6,724;6,214;5,462;4,550;4,510;4,159;3,012;6,651;18,504
  01/2008;3,821;3,747;3,895;4,083;4,392;5,855;6,818;6,583;5,505;5,376;4,792;4,590;5,767;5,333;5,462;12,637;13,064;13,865;15,301;26,994;25,679;18,244;11,221;9,908;8,876;9,305;11,694;11,280;12,176;16,442;12,637;3,747;9,850;26,994
  02/2008;11,994;12,727;22,410;20,806;12,637;10,187;9,687;10,642;9,742;9,305;7,944;7,396;17,082;12,698;10,244;8,823;9,036;13,556;18,504;9,305;12,297;13,371;15,870;14,299;11,163;10,187;8,876;10,699;9,305;---;---;7,396;12,096;22,410
  03/2008;9,036;14,051;9,036;8,147;7,347;6,865;6,724;6,818;6,913;9,197;14,799;11,163;12,759;22,141;15,997;14,237;24,512;44,014;32,505;20,474;14,924;11,814;11,398;14,051;11,814;10,300;18,374;12,820;11,280;10,075;8,876;6,724;13,950;44,014
  04/2008;8,405;8,147;8,096;8,199;10,244;8,405;8,929;9,413;13,927;11,635;17,790;13,064;12,358;15,238;20,011;20,408;19,026;11,221;10,131;13,989;15,553;20,673;16,060;13,310;11,221;11,104;11,457;10,699;10,413;11,339;---;8,096;12,682;20,673
  05/2008;12,115;10,872;17,146;14,924;11,575;10,357;10,019;8,770;8,301;8,147;8,147;7,995;8,045;7,995;7,643;7,396;7,347;7,299;7,299;7,250;7,153;6,818;6,677;6,537;6,490;6,306;6,214;6,260;6,260;6,352;6,865;6,214;8,406;17,146
  06/2008;8,147;8,353;7,944;7,843;12,942;10,470;8,199;7,347;7,105;6,677;6,537;6,398;6,306;6,214;6,214;6,214;6,124;6,034;5,944;5,855;5,723;5,591;5,635;5,767;5,679;5,591;5,548;5,462;5,419;5,376;---;5,376;6,755;12,942
  07/2008;5,376;5,333;5,333;4,997;4,832;4,873;4,751;4,710;4,670;4,670;4,550;4,630;4,550;4,431;4,392;4,392;4,353;4,275;4,198;4,353;4,275;4,198;4,121;4,045;4,083;4,045;4,007;3,970;4,045;4,045;4,007;3,970;4,468;5,376
  08/2008;3,821;3,895;3,858;4,121;4,590;4,997;5,291;5,505;5,548;6,771;6,537;5,548;4,751;4,590;4,275;3,970;3,895;3,858;3,821;3,674;3,602;3,566;3,459;3,494;3,494;3,354;3,249;3,113;3,045;2,979;2,979;2,979;4,182;6,771
  09/2008;3,494;3,530;3,389;3,284;3,249;3,215;3,113;3,113;3,012;2,946;2,847;2,782;2,750;3,045;3,045;3,113;3,079;3,045;3,045;2,979;5,248;5,462;5,248;5,080;5,291;6,260;6,079;4,956;4,007;3,674;---;2,750;3,779;6,260
  10/2008;3,566;3,784;3,932;3,821;3,711;3,970;4,045;3,895;3,821;3,602;3,389;3,319;3,147;3,079;2,979;2,979;2,979;2,979;3,012;2,913;2,946;2,946;2,979;2,913;2,815;2,782;2,655;2,499;2,623;3,389;6,865;2,499;3,366;6,865
  11/2008;4,550;4,792;4,832;4,914;4,314;3,566;4,997;11,874;8,718;9,413;8,096;7,643;7,057;6,961;7,594;5,206;6,214;5,376;4,392;4,353;4,510;4,832;4,198;5,291;6,124;6,398;6,630;6,818;7,299;7,495;---;3,566;6,149;11,874
  12/2008;6,352;5,122;4,630;5,038;4,510;4,510;4,550;4,510;4,236;3,711;3,530;3,389;3,354;4,392;16,697;16,187;13,989;13,064;11,516;16,187;13,310;11,280;10,930;10,019;17,082;13,741;11,163;7,643;7,793;8,301;8,613;3,354;8,689;17,082
  01/2009;24,239;18,114;13,989;27,830;20,606;12,055;10,357;8,718;8,613;7,594;8,456;7,201;5,989;6,169;7,009;11,516;15,427;12,881;12,237;10,413;8,823;7,995;7,201;6,537;6,260;11,221;10,527;11,104;17,597;24,649;22,882;5,989;12,394;27,830
  02/2009;19,813;14,175;15,427;20,474;21,338;16,633;12,942;12,420;14,987;24,718;20,540;17,082;23,559;21,338;25,198;28,110;18,895;13,310;11,814;11,163;10,075;9,413;9,143;14,674;26,300;16,953;16,825;11,575;---;---;---;9,143;17,103;28,110
  03/2009;10,131;9,036;8,199;7,894;7,793;9,036;7,743;16,889;11,874;17,082;12,604;12,727;14,924;12,358;11,754;10,131;8,718;10,930;8,508;10,244;10,075;9,036;8,199;17,468;18,114;10,131;8,508;10,131;9,359;13,433;11,635;7,743;11,118;18,114
  04/2009;9,632;8,613;7,693;7,594;7,743;11,635;14,924;12,115;10,019;8,301;7,743;7,250;6,961;8,718;9,797;7,894;6,724;6,771;6,583;6,398;6,214;6,124;5,989;6,169;6,034;5,944;6,034;5,679;5,376;5,462;---;5,376;7,738;14,924
  05/2009;5,548;5,333;5,635;5,376;5,333;5,333;5,376;5,291;5,164;5,462;6,124;5,767;5,419;5,248;6,724;7,396;6,583;5,811;5,419;5,462;5,291;5,164;4,997;4,873;4,630;6,214;5,855;5,291;5,122;4,914;4,914;4,630;5,518;7,396
  06/2009;5,248;5,419;5,206;5,038;4,792;4,751;4,670;4,590;4,590;4,590;5,122;5,591;5,333;5,038;4,590;4,590;4,590;4,510;4,431;4,275;4,236;5,505;4,159;4,007;4,236;5,376;5,206;8,353;7,153;5,462;---;4,007;5,022;8,353
  07/2009;4,914;4,710;4,832;4,751;4,670;4,510;4,392;4,314;4,121;4,045;4,751;7,105;6,537;5,462;4,751;4,550;4,431;4,275;4,159;4,007;3,932;3,858;3,895;3,970;6,444;9,089;9,522;7,057;5,811;6,034;5,419;3,858;5,172;9,522
  08/2009;5,248;4,832;4,431;4,314;4,236;4,121;4,007;3,895;3,747;3,711;3,674;3,530;3,566;3,459;3,389;3,319;3,249;3,147;4,392;5,767;7,894;7,944;7,009;5,855;5,419;5,038;4,670;4,431;4,236;3,932;3,747;3,147;4,523;7,944
  09/2009;3,638;3,566;3,494;3,424;3,354;3,459;3,602;3,747;12,542;15,743;10,756;8,301;5,679;4,710;4,471;4,198;3,932;3,784;3,895;3,895;3,784;4,159;4,751;5,122;4,630;4,159;3,970;3,747;5,206;4,873;---;3,354;5,153;15,743
  10/2009;3,858;3,711;3,895;4,314;4,431;3,711;4,873;5,591;10,756;9,742;8,983;7,347;5,206;4,275;4,083;5,635;5,248;6,398;8,199;22,208;13,064;9,251;7,894;6,079;5,164;4,670;23,831;9,468;6,398;5,462;5,333;3,711;7,390;23,831
  11/2009;5,038;4,792;4,590;4,392;4,159;3,970;3,821;3,932;11,754;8,876;7,105;9,963;9,089;8,718;8,770;18,374;8,929;6,724;5,206;4,510;4,275;4,590;7,057;8,929;8,983;8,770;11,398;11,457;13,126;13,741;---;3,821;7,835;18,374
  12/2009;10,642;18,114;49,999;20,872;13,187;10,357;8,929;22,208;44,468;26,231;23,559;27,690;45,988;47,364;40,558;28,952;21,538;24,171;23,017;17,274;11,457;10,930;10,187;9,852;9,963;10,642;21,873;24,923;38,849;26,300;18,569;8,929;23,183;49,999
  01/2010;16,633;11,339;11,163;11,046;13,064;18,244;22,343;24,923;18,569;11,339;12,604;16,825;15,175;16,187;18,504;17,468;18,830;21,405;27,272;15,175;12,698;15,553;15,997;21,873;31,789;31,860;54,145;35,956;39,345;36,738;19,751;11,046;21,091;54,145
  02/2010;17,847;16,051;16,513;18,726;15,854;14,619;12,775;11,597;11,230;12,901;11,720;11,230;10,624;10,264;9,907;9,611;9,317;10,444;12,713;12,401;11,352;10,564;9,434;9,025;15,201;12,152;10,384;8,505;---;---;---;8,505;12,249;18,726
  03/2010;12,964;15,201;13,850;12,090;9,788;9,907;12,525;11,597;9,493;8,505;8,162;7,709;7,596;7,596;12,964;13,977;10,866;11,474;15,658;11,352;11,352;16,712;12,214;15,527;17,780;11,843;16,712;9,552;8,967;14,619;12,338;7,596;11,964;17,780
  04/2010;9,907;9,552;9,788;9,788;11,597;11,352;12,090;10,085;9,788;9,317;8,333;8,219;8,048;7,821;7,484;7,261;7,095;6,985;6,765;6,601;6,384;6,223;6,008;6,330;6,985;7,206;6,820;6,330;6,062;5,902;---;5,902;8,071;12,090
  05/2010;6,008;5,902;5,743;5,585;5,375;5,428;5,168;5,065;5,480;6,008;5,849;5,690;5,323;5,271;5,116;5,013;4,911;4,860;4,962;4,860;4,911;4,809;4,758;4,758;4,556;4,606;4,405;4,356;4,405;4,405;4,455;4,356;5,098;6,008
  06/2010;4,606;4,506;4,405;4,306;4,556;5,116;5,428;4,962;4,556;4,506;4,556;4,405;4,306;4,356;4,108;3,863;3,912;3,815;3,912;3,718;3,622;3,527;3,432;3,337;3,337;3,432;3,337;3,290;3,337;3,251;---;3,251;4,060;5,428
  07/2010;3,217;3,148;3,113;3,012;3,012;2,978;2,978;2,911;2,945;2,945;2,945;2,978;2,945;7,040;6,710;5,116;4,606;4,059;3,622;3,527;3,432;3,290;3,148;3,113;3,045;2,978;2,911;2,845;2,748;2,683;2,651;2,651;3,440;7,040
  08/2010;2,620;2,588;2,651;2,588;2,525;2,588;2,557;2,525;2,464;2,402;2,342;2,252;2,193;2,164;2,106;2,106;2,106;2,049;1,993;1,937;1,882;1,910;1,910;1,882;1,828;1,774;1,721;1,721;1,669;1,643;1,618;1,618;2,139;2,651
  09/2010;1,567;1,517;1,517;1,443;1,443;1,419;1,395;1,395;1,371;1,348;1,324;1,348;1,443;1,542;1,443;1,419;1,419;1,395;1,371;1,395;1,395;1,419;2,193;1,910;2,106;3,815;5,116;5,323;4,108;3,217;---;1,324;1,971;5,323
  10/2010;2,780;2,748;2,813;2,748;2,433;2,252;2,193;2,282;2,193;2,106;1,993;1,855;1,910;1,774;1,618;1,592;1,774;2,813;2,715;2,651;2,135;1,618;1,419;1,492;1,695;1,828;1,774;1,721;1,643;1,567;2,402;1,419;2,082;2,813
  11/2010;3,217;2,494;2,106;1,801;1,774;2,021;2,433;2,620;2,135;2,078;4,306;2,525;2,282;2,193;2,193;2,780;7,040;7,821;7,934;5,585;3,113;3,217;3,574;3,251;2,911;5,480;4,657;2,978;2,620;5,480;---;1,774;3,487;7,934
  12/2010;4,207;3,622;5,116;5,428;7,095;11,169;11,720;7,261;6,169;3,670;3,251;3,012;3,148;13,532;5,532;3,912;5,690;5,220;4,707;4,506;4,506;3,045;3,148;3,012;2,945;2,845;2,813;5,375;3,622;2,878;2,878;2,813;5,001;13,532
  01/2011;4,157;9,788;36,425;45,899;45,899;29,456;22,540;19,271;18,590;18,998;16,645;17,244;17,780;38,947;54,916;42,716;42,716;45,406;26,496;21,275;17,311;15,007;18,590;13,541;10,283;9,618;9,023;9,673;9,563;9,563;9,948;4,157;22,816;54,916
  02/2011;9,618;7,877;7,476;11,312;8,030;7,033;7,229;8,287;6,506;6,087;5,949;6,133;6,744;7,033;7,229;11,722;11,781;11,899;10,283;8,339;7,082;6,601;7,131;6,792;6,888;7,082;8,705;11,370;---;---;---;5,949;8,151;11,899
  03/2011;17,982;20,996;20,026;17,847;16,844;15,723;15,331;14,877;13,854;13,417;15,397;14,361;11,370;10,059;9,130;8,705;8,652;11,022;16,117;11,722;9,184;8,600;8,391;8,236;7,979;7,625;7,376;7,179;7,179;8,811;7,776;7,179;11,993;20,996
  04/2011;7,278;8,339;10,059;10,395;8,917;9,673;7,877;7,278;7,726;10,115;16,977;15,986;17,780;13,541;10,004;8,758;7,928;7,376;7,033;6,648;6,319;5,904;5,678;5,813;6,041;5,723;7,033;6,272;6,319;6,041;---;5,678;8,694;17,780
  05/2011;6,041;7,082;7,179;6,412;5,949;5,678;5,506;5,464;5,340;5,177;5,137;5,016;5,016;5,097;5,259;5,506;5,589;5,218;5,259;4,936;4,818;4,739;4,700;4,622;4,468;4,392;4,279;4,241;4,316;4,430;4,316;4,241;5,199;7,179
  06/2011;4,279;4,204;4,167;4,092;3,982;4,056;4,129;6,648;8,391;8,652;7,827;6,601;5,016;4,818;4,661;4,545;4,468;4,316;4,392;4,279;4,129;4,019;4,019;4,092;4,167;4,241;5,340;5,678;4,778;4,507;---;3,982;4,950;8,652
  07/2011;4,279;4,167;4,129;4,092;3,982;3,946;3,982;3,873;3,910;3,766;3,766;3,694;3,624;3,519;3,415;3,415;3,415;3,381;3,313;3,245;3,245;3,279;3,279;3,279;3,313;3,245;3,178;3,245;3,178;3,245;3,211;3,178;3,568;4,279
  08/2011;3,178;3,178;3,178;3,694;3,873;3,624;3,554;3,347;3,245;3,145;3,078;2,980;3,013;2,948;2,915;2,948;2,851;2,693;2,631;2,980;3,313;3,624;3,519;3,415;3,245;3,211;3,112;3,013;2,883;3,078;3,415;2,631;3,190;3,873
  09/2011;4,468;4,354;3,766;3,381;2,980;2,948;2,883;2,883;2,851;2,787;2,724;2,662;2,600;2,508;2,418;2,418;2,388;2,328;2,299;2,270;2,241;2,241;2,212;2,270;2,212;2,183;2,154;2,069;1,958;1,876;---;1,876;2,644;4,468
  10/2011;1,876;1,958;2,851;2,787;2,662;2,388;2,270;2,183;2,097;2,097;2,693;2,569;2,631;3,873;8,917;12,078;9,893;6,792;4,241;3,519;3,013;2,819;2,883;3,013;2,787;3,178;3,178;3,211;3,450;5,300;5,633;1,876;3,834;12,078
  11/2011;3,694;3,145;2,787;2,631;2,569;2,478;2,388;4,430;3,112;2,600;2,358;2,241;2,569;13,541;28,710;25,767;16,778;7,776;5,723;4,976;4,468;4,092;7,676;8,547;5,177;4,622;8,652;8,391;6,936;6,648;---;2,241;6,849;28,710
  12/2011;14,554;7,776;6,319;5,768;5,097;4,468;6,272;5,300;13,479;14,683;13,666;9,838;7,131;5,995;5,589;5,259;4,897;4,430;4,354;4,241;3,982;3,801;3,910;3,910;3,946;3,946;3,694;3,279;3,279;3,766;5,300;3,279;6,191;14,683
  01/2012;8,133;9,563;7,376;4,778;4,092;3,694;4,019;5,949;7,229;6,985;7,082;6,506;8,287;16,712;22,187;16,844;22,894;23,963;14,043;27,230;27,230;17,646;12,257;9,400;8,970;12,197;12,317;14,748;14,748;14,169;9,077;3,694;12,269;27,230
  02/2012;7,979;7,278;6,601;6,087;5,768;5,423;5,137;4,818;4,622;4,700;4,976;12,924;18,590;10,171;7,575;7,928;5,723;5,813;6,041;8,030;8,287;7,928;6,744;6,087;5,858;6,041;6,226;7,676;6,226;---;---;4,622;7,147;18,590
  03/2012;5,259;4,897;5,340;5,464;5,949;5,177;4,700;4,507;4,279;4,392;4,778;5,300;4,622;4,507;4,204;4,739;4,584;4,392;4,056;3,910;3,730;3,659;5,259;5,218;4,507;4,092;4,936;4,019;4,622;4,430;4,507;3,659;4,646;5,949
  04/2012;4,019;3,982;3,766;3,766;3,589;3,730;3,766;3,837;7,776;6,840;4,700;4,092;4,976;4,468;5,097;9,023;5,137;4,354;3,982;3,730;4,316;8,652;10,004;6,648;4,857;4,545;5,056;5,218;5,995;6,985;---;3,589;5,230;10,004
  05/2012;7,476;16,977;12,317;7,426;6,365;5,723;5,218;4,818;4,507;4,316;4,167;4,354;4,545;4,507;4,700;4,661;4,430;4,056;3,946;3,873;3,766;3,766;4,316;3,589;4,700;5,768;5,097;4,622;4,316;4,019;4,092;3,589;5,369;16,977
